id,_origin,name_JP,unit_JP,name,unit,tiles,skins,parse,vals,sort,trait,LV,chance,value,weight,recipeKey,factory,components,defMat,category,tag,detail_JP,detail
536,junkFlat,花,,flower,,2450,,no_color,,junk,,,,,,,,,,deco,,,
537,junkFlat,花,,flower,,2451,,no_color,,junk,,,,,,,,,,deco,,,
538,junkFlat,花,,flower,,2452,,no_color,,junk,,,,,,,,,,deco,,,
841,junkFlat,花,,flower,,2453,,no_color,,junk,,,,,,,,,,deco,,,
842,junkFlat,書簡,,letter,,2454,,,,junk,,,,,,,,fiber,paper,,,,
843,junkFlat,書簡,,letter,,2455,,,,junk,,,,,,,,fiber,paper,,,,
1099,junkFlat,双眼鏡,,binocular,,2456,,,,item,Binocular,18,50,2200,,,factory_tinker,"ingot/1,glass/4,string/2,microchip/1",iron,_item,,精巧なレンズにより遠くの風景を見ることができる道具だ。グローバルマップで使うこともできる。,tool with a finely crafted lens that allows you to view distant landscapes. Can also be used on the global map.
1100,junkFlat,目覚まし時計,,alarm clock,,2457,,,,junk,,,,,,,,ingot,steel,,,,
1101,junkFlat,コーン,,cone,,2458,,,,junk,,,,,,,,dye,rubinus,,,,
1120,junkFlat,晩酌セット,,evening drink set,,2459,,,,junk,,,,,,,,log,oak,,,,
1177,junk,ビーチボール,,beach ball,,2460,,,,junk,Ball,,,,,,,texture,plastic,,throwWeapon,,
1178,junkFlat,ラバープチ,,rubber putit,,2461,,,,junk,,,,,,,,fiber,plastic,,,,
1179,junkFlat,ラバーカタツムリ,,rubber snail,,2462,,,,junk,,,,,,,,fiber,plastic,,,,
1180,junkFlat,ラッキーキャット,,lucky cat,,2463,,,,junk,,27,,,,,factory_accessory,ingot/2,gold,,,,
209,junkFlat,縄くず,,junk rope,,2600,,,,junk,,,,,,,,fiber,wool,,,,
210,junkFlat,縄くず,,junk rope,,2601,,,,junk,,,,,,,,fiber,wool,,,,
211,junkFlat,散らかった服,,cloth pile,,2602,,,,junk,,,,,,,,texture,wool,,,,
212,junkFlat,タオル,,towel,,2603,,,,junk,,,,,,,,fiber,wool,,,,
213,junkFlat,タオル,,towel,,2604,,,,junk,,,,,,,,fiber,wool,,,,
214,junkFlat,コンパス,,compass,,2605,,,,junk,,,,,,,,,,,,,
215,junkFlat,のこぎり,,saw,,2606,,,,junk,,,,,,,,,,,,,
216,junkFlat,紙,,paper,,2607,,,,junk,,,,,,,,fiber,paper,,,,
217,junkFlat,紙,,paper,,2608,,,,junk,,,,,,,,fiber,paper,,,,
218,junkFlat,紙,,paper,,2609,,,,junk,,,,,,,,fiber,paper,,,,
219,junkFlat,どうでもいい地図,,junk map,,2610,,,,junk,,,,,,,,fiber,paper,,,,
220,junkFlat,どうでもいい巻物,,junk scroll,,2611,,,,junk,,,,,,,,fiber,paper,,,,
221,junkFlat,どうでもいい巻物,,junk scroll,,2612,,,,junk,,,,,,,,fiber,paper,,,,
222,junkFlat,皿,,plate,,2613,,,,junk,,,,,,,,,,,,,
223,junkFlat,皿,,plate,,2614,,,,junk,,,,,,,,,,,,,
224,junkFlat,皿,,plate,,2615,,,,junk,,,,,,,,,,,,,
225,junkFlat,ボール,,Bowl,,2616,,,,junk,,,,,,,,,,,,,
226,junkFlat,ボール,,Bowl,,2617,,,,junk,,,,,,,,,,,,,
227,junkFlat,ペンキ,,paint,can,2618,,,,junk,,,,,,,,,,,,,
228,junkFlat,工具,,tool,,2619,,,,junk,,,,,,,,scrap,iron,,,,
229,junkFlat,工具,,tool,,2620,,,,junk,,,,,,,,scrap,iron,,,,
230,junkFlat,研究器具,,research equipment,,2621,,,,junk,,,,,,,,,,,,,
231,junkFlat,薬のビン,,medicine bottle,,2622,,,,junk,,,,,,,,,,,,,
232,junkFlat,書類,,document,,2623,,,,junk,,,,,,,,fiber,paper,,,,
233,junkFlat,海パン,,sea pants,,2624,,,,junk,,,,,,,,texture,wool,,,,
1130,junkFlat,花束,,bouquet,,"2643,-2643,2644,-2644",,,,junk,,,,,,,,grass,grass,,,,
1131,junkFlat,花束,,bouquet,,"2645,-2645,2646,-2646",,,,junk,,,,,,,,grass,grass,,,,
1294,junkFlat,花束,,bouquet,,2843,,,,junk,Ball,,,,,,,grass,grass,,throwWeapon,,
1143,junkFlat,下駄,,sandal,pair,2647,,,,junk,,,,,,,,log,pine,,exotic,,
1144,junkFlat,草履,,sandal,pair,2648,,,,junk,,,,,,,,grass,grass,,exotic,,
1170,junkFlat,空き缶,,empty can,,2649,,,,junk,,,2000,,,,,scrap,copper,,,,
1186,junkFlat,ライトスタンド,,light stand,,2650,,,,junk,,,,,,,,scrap,gold,,,,
1223,junkFlat,バナナの皮,,banana peel,,2656,,,banana,junk,BananaPeel,,,,,,,fiber,meat,,,,
1203,junkFlat,採掘道具,,mining equipment,,"2651,2652,2653",,,,junk,,,,,,,,scrap,iron,,,,
1216,junkFlat,扇子,,fan,,2654,,,,junk,,,,,,,,texture,paper,,,,
1231,junkFlat,木彫りの熊,,carved wooden bear,,2657,,,,junk,,6,,,,,factory_accessory,log/2,oak,,,,
scrubber,junkFlat,たわし,,scrubber,,2658,,,,junk,,,0,,,,,fiber,oak,,,,
tissue,junkFlat,ティッシュ,,tissue,,2659,,,,junk,,,0,,,,,fiber,soil_blue,,,,
1243,junkFlat,王将,,king piece,,2625,,,,junk,,,0,,,,,plank,pine,,exotic,,
1244,junkFlat,だるま,,foreign doll,,2528,,,,junk,,,0,,,,,log,pine,,exotic,,
1245,junkFlat,ラッキーキャット,,lucky cat,,2529,,,,junk,,,0,,,,,scrap,platinum,,,,
235,junkFlat,北からの漂着物,,flotsam from the north,,2626,,,,junk,,,,,,,,scrap,copper,,,,
236,junkFlat,空き缶,,empty can,,2627,,,,junk,,,2000,,,,,scrap,copper,,,,
237,junkFlat,長靴,,boots,,2628,,,,junk,,,,,,,,,,,,,
725,junkFlat,動物の骨,,animal bone,,2629,,,,junk,,,3000,,,,,bone,bone,,garbage,,
bone_duponne,junkFlat,大食いトドの骨,,hungry sea lion bone,,3004,,unique,,junk,,,0,,,,,bone,bone,,garbage,,
726,junkFlat,空き瓶,,empty bottle,,2630,,no_color,,junk,,,5000,,,,,fragment,glass,,garbage,,
727,junkFlat,空き瓶,,empty bottle,,2631,,no_color,,junk,,,5000,,,,,fragment,glass,,garbage,,
728,junkFlat,空き瓶,,empty bottle,,2632,,no_color,,junk,,,5000,,,,,fragment,glass,,garbage,,
729,junkFlat,散らばった紙,,paper scrap,,2633,,,,junk,,,3000,,,,,fiber,paper,,,,
730,junkFlat,散らばった紙,,paper scrap,,2634,,,,junk,,,3000,,,,,fiber,paper,,,,
738,junkFlat,魚の死骸,,dead fish,,2635,,,,junk,,,3000,,,,,,meat,,,,
849,junkFlat,釣り桶,,fishing bucket,,2636,,,,junk,,,,,,,,log,oak,,,,
861,junkFlat,錨,,anchor,,2637,,,,junk,,,,,,,,,iron,ext,,,
871,junkFlat,浮き輪,,float,,2638,,,,junk,,,,,,,,,plastic,,,,
925,junkFlat,石囲い,,stone circle,,2639,,,,junk,,,,,,,,,granite,,,,
988,junkWall,時計,,clock,,2952,,,,junk,Clock,,,,,,,log/1,cedar,,,,
989,junkWall,時計,,clock,,2953,,ex/amb_clock,,junk,Clock,,,,,,,log/1,cedar,,,,
1065,junkWall,標本,,specimen,,2957,,,,junk,,,,,,,,log/1,oak,,,,
238,junkWall,消火器,,fire extinguisher,,2900,,,,junk,,,,,,,,,,,,,
239,junkWall,バスケット,,basket,,2901,,,,junk,,,,,,,,,,,,,
240,junkWall,バルブ,,valve,,2902,,,,junk,,,,,,,,,,,,,
241,junkWall,時計,,clock,,2903,,ex/amb_clock,,junk,Clock,,,,,,,,,,,,
242,junkWall,浮き輪,,float,,2904,,,,junk,,,,,,,,,,,,,
243,junkWall,壁飾り,,wall decoration,,2905,,,,junk,,,,,,,,,,,,,
244,junkWall,壁飾り,,wall decoration,,2906,,,,junk,,,,,,,,,,,,,
245,junkWall,壁飾り,,wall decoration,,2907,,,,junk,,,,,,,,,,,,,
246,junkWall,壁飾り,,wall decoration,,2908,,,,junk,,,,,,,,,,,,,
247,junkWall,壁飾り,,wall decoration,,2909,,,,junk,,,,,,,,,,,,,
248,junkWall,壁飾り,,wall decoration,,2910,,,,junk,,,,,,,,,,,,,
249,junkWall,蜘蛛の巣,,cobweb,,2911,,,,junk,CobWeb,5,,,200,,loom,"fiber/1,fiber/1,fiber/1",silk,,,,
250,junkWall,蜘蛛の巣,,cobweb,,2912,,,,junk,CobWeb,5,,,200,,loom,"fiber/1,fiber/1,fiber/1",silk,,,,
251,junkWall,蜘蛛の巣,,cobweb,,2913,,,,junk,CobWeb,5,,,200,,loom,"fiber/1,fiber/1,fiber/1",silk,,,,
252,junkWall,壁飾り,,wall decoration,,2914,,,,junk,,,,,,,,,,,,,
253,junkWall,壁飾り,,wall decoration,,2915,,,,junk,,,,,,,,,,,,,
254,junkWall,壁飾り,,wall decoration,,2916,,,,junk,,,,,,,,,,,,,
255,junkWall,壁飾り,,wall decoration,,2917,,,,junk,,,,,,,,,,,,,
256,junkWall,きのこ,,mushroom,,2918,,,,junk,,,,,,,,,,,,,
257,junkWall,壁飾り,,wall decoration,,2919,,,,junk,,,,,,,,,,,,,
258,junkWall,電話,,phone,,2920,,,,junk,Phone,,,,,,,,,,,,
259,junkWall,カバン,,backpack,,2921,,,,junk,,,,,,,,,,,,,
807,junkWall,武器の装飾,,weapon decoration,,2922,,,,junk,,,,,,,,,,,,,
808,junkWall,武器の装飾,,weapon decoration,,2923,,,,junk,,,,,,,,,,,,,
809,junkWall,武器の装飾,,weapon decoration,,2924,,,,junk,,,,,,,,,,,,,
810,junkWall,矢筒,,quiver,,2925,,,,junk,"Quiver,2,4,quiver",,,,,,,,,,,,
820,junkWall,張り紙,,poster,,2926,,,,junk,,,,,100,,,,,,,,
821,junkWall,張り紙,,poster,,2927,,,,junk,,,,,100,,,,,,,,
822,junkWall,張り紙,,poster,,2928,,,,junk,,,,,100,,,,,,,,
823,junkWall,落書き,,scribble,,2934,,,,junk,,,,,100,,,log,oak,,,,
824,junkWall,落書き,,scribble,,2935,,,,junk,,,,,100,,,log,oak,,,,
825,junkWall,落書き,,scribble,,2936,,,,junk,,,,,100,,,log,oak,,,,
826,junkWall,落書き,,scribble,,2937,,,,junk,,,,,100,,,log,oak,,,,
278,junkWall,張り紙,,poster,,2929,,,,junk,,,,,100,,,,,,,,
279,junkWall,張り紙,,poster,,2930,,,,junk,,,,,100,,,,,,,,
640,junkWall,落書き,,scribble,,2931,,,,junk,,,,,100,,,log,oak,,,,
641,junkWall,落書き,,scribble,,2932,,,,junk,,,,,100,,,log,oak,,,,
642,junkWall,落書き,,scribble,,2933,,,,junk,,,,,100,,,log,oak,,,,
943,junkWall,落書き,,scribble,,3033,,,,junk,,,,,100,,,log,oak,,,,
852,junkWall,ドアベル,,door bell,,3044,,anime/4/100/8,,junk,"DoorBell,door_bell",,,,,,,log,oak,,,,
853,junkWall,風鈴,,wind chime,,3048,,"ex/amb_windchime1,anime/4/200/10",,junk,,,,,,,,glass,glass,,,,
854,junkWall,風鈴,,wind chime,,3040,,"ex/amb_windchime2,anime/4/200/10",,junk,,,,,,,,glass,glass,,,,
872,junkWall,風鈴,,wind chime,,3052,,"ex/amb_windchime1,anime/4/200/10",,junk,,,,,,,,glass,glass,,,,
873,junkWall,ドアベル,,door bell,,3056,,anime/3/100/8,,junk,"DoorBell,door_bell",,,,,,,log,oak,,,,
875,junkWall,ドアベル,,door bell,,3060,,anime/3/100/8,,junk,"DoorBell,door_bell",,,,,,,log,oak,,,,
883,junkWall,鍋,,pan,,2944,,,,junk,,,,,,,,ingot,copper,pot,,,
884,junkWall,鍋,,pan,,2945,,,,junk,,,,,,,,ingot,copper,pot,,,
885,junkWall,ロープ,,rope,,2946,,,,junk,,,,,,,,string,hemp,,,,
886,junkWall,バルブ,,valve,,2947,,,,junk,,,,,,,,ingot,copper,,,,
887,junkWall,バケツ,,bucket,,2948,,,,junk,,,,,,,,ingot,copper,,,,
890,junkWall,調理器具,,cooking tool,,2949,,,,junk,,,,,,,,ingot,copper,,,,
894,junkWall,窓,,window,,2950,,,,junk,Crenel,,,,,,,cutstone,granite,window,,,
986,junkWall,洗面器,,sink,,2951,,,,junk,,,,,,,,ingot,plastic,,,,
1005,junkWall,旗,,banner,,2954,,,,junk,,,,,,,,texture,paper,,,,
1006,junkWall,旗,,banner,,2955,,,,junk,,,,,,,,texture,paper,,,,
1007,junkWall,旗,,banner,,2956,,,,junk,,,,,,,,texture,paper,,,,
1275,junkWall,旗,,banner,,2960,,,,junk,,,,,,,,texture,paper,,,,
1025,lamp_ceil2,,,,,,,chandelier,,light,,,,,,,,,chromite,,,,
1026,lamp_ceil2,,,,,3504,,chandelier2,,light,,,,,,,,,iron,,,,
576,lamp_table,,,,,1405,,,,light,,3,,1000,,,machinebench,"ingot/1,microchip/1",plastic,,,,
577,lamp_table,,,,,1407,,,,light,,3,,1000,,,machinebench,"ingot/1,microchip/1",plastic,,,,
579,lamp_table,オーブ,,orb,,1412,,,,light,,,,,,,,gem/1,rubinus,,,,
580,lamp_table,異国のランプ,,exotic lamp,,1414,,,,light,,,,,,,,dye/1,rubinus,,exotic,,
581,lamp_table,灯篭,,stone lantern,,1416,,,,light,,,,,,,,rock/1,granite,,exotic,,
582,lamp_table,異国のランプ,,exotic lamp,,1418,,,,light,,,,,,,,texture/1,paper,,exotic,,
583,lamp_table,オーブ,,orb,,1420,,,,light,,,,,,,,gem/1,turquoise,,,,
584,lamp_table,,,,,1422,,,,light,,,,,,,,,mica,,,,
585,lamp_table,,,,,1424,,,,light,,,,,,,,,topaz,,,,
934,lantern_old,パンプキンランプ,,pumpkin lamp,,1426,,,,light,"SpecialLantern,4",22,0,,,,factory_accessory,"log/2,$dye,microchip/1",oak,,,,
953,lantern_old,ゴーストランプ,,ghost lamp,,1429,,,,light,"SpecialLantern,4",,0,,,,,dye/1,silver,,,,
954,lantern_old,マミーランプ,,mummy lamp,,1431,,,,light,"SpecialLantern,4",,0,,,,,dye/1,silver,,,,
955,lantern_old,プチランプ,,putit lamp,,1433,,,,light,"SpecialLantern,4",,0,,,,,dye/1,water,,,,
956,lantern_old,バットランプ,,bat lamp,,1435,,,,light,"SpecialLantern,4",,0,,,,,dye/1,obsidian,,,,
998,lantern_old,,,,,,,,,light,,,,,,Starter,factory_tinker,"scrap/4,thread/2,needle/1,resin/2",,,,,
999,lantern_old,ゴースト提灯,,ghost lantern,,1439,,,,light,"SpecialLantern,4",,0,,,,,dye/1,silver,,,,
1000,lantern_old,マミー提灯,,mummy lantern,,1441,,,,light,"SpecialLantern,4",,0,,,,,dye/1,silver,,,,
1001,lantern_old,プチ提灯,,putit lantern,,1443,,,,light,"SpecialLantern,4",,0,,,,,dye/1,water,,,,
1002,lantern_old,パンプキン提灯,,pumpkin lantern,,1445,,,,light,"SpecialLantern,4",,0,,,,,dye,oak,,,,
1003,lantern_old,バット提灯,,bat lantern,,1447,,,,light,"SpecialLantern,4",,0,,,,,dye/1,obsidian,,,,
1004,lantern_old,爆弾岩提灯,,bomb rock lantern,,1449,,,,light,"SpecialLantern,4",,0,,,,,dye/1,oak,,,,
1069,lantern_old,聖なる玉,,holy ball,,1453,,,,light,"SpecialLantern,4",,0,,,,,dye/1,aquamarine,,,,
1070,lantern_old,月のランタン,,moon lantern,,1455,,,,light,"SpecialLantern,4",,0,,,,,dye/1,gold,,,,
1071,lantern_old,月のランタン,,moon lantern,,1457,,,,light,"SpecialLantern,4",,0,,,,,dye/1,gold,,,,
1072,lantern_old,きのこのランタン,,mushroom lantern,,1459,,,,light,"SpecialLantern,4",,0,,,,,dye/1,gold,,,,
1073,lantern_old,きのこのランタン,,mushroom lantern,,1461,,,,light,"SpecialLantern,4",,0,,,,,dye/1,gold,,,,
1013,illumination,,,,,4300,,,,light_illumination,,,,,,,,,,,,,
1034,illumination,,,,,4304,,,,light_illumination,,,,,,,,,,,,,
1030,illumination2,,,,,3800,,,,light_illumination,,,,,,,,,,,,,
1031,illumination2,,,,,3804,,,,light_illumination,,,,,,,,,,,,,
1032,illumination2,,,,,4000,,,,light_illumination,,,,,,,,,,,,,
1033,illumination2,,,,,4004,,,,light_illumination,,,,,,,,,,,,,
1037,illumination2,,,,,3700,,,,light_illumination,,,,,,,,,,,,,
1038,illumination2,,,,,3900,,,,light_illumination,,,,,,,,,,,,,
1040,illumination2,,,,,3808,,,,light_illumination,,,,,,,,,,,,,
1041,illumination2,,,,,3812,,,,light_illumination,,,,,,,,,,,,,
1042,illumination2,,,,,3908,,,,light_illumination,,,,,,,,,,,,,
1043,illumination2,,,,,3912,,,,light_illumination,,,,,,,,,,,,,
1044,illumination3,,,,,2600,,,,light_illumination,,,,,,,,,,,,,
1045,illumination3,,,,,2700,,,,light_illumination,,,,,,,,,,,,,
1057,illumination3,,,,,2604,,,,light_illumination,,,,,,,,,,,,,
1080,illumination3,,,,,2608,,,,light_illumination,,,,,,,,,,,,,
1077,torchL,藁のヤカシャの像,,Yakasha,wara sculpture,,,,,light_special,"Hearth,cooking",,0,,,,,grass,straw,ext,,,
flower_white,flower,白い花,,white flower,,1900,,,,resource,,,,300,,,,,,,,,
flower_yellow,flower,黄色い花,,yellow flower,,1901,,,,resource,,,,200,,,,,,,,,
flower_blue,flower,青い花,,blue flower,,1902,,,,resource,,,,400,,,,,,,,,
flower_himawari,flower,ひまわりの花,,sunflower,,2044,,,,resource,,,,500,,,,,,,,,
flower_tulip,flower,チューリップの花,,tulip,,2043,,,,resource,,,,600,,,,,,,,,
rod_wish,rod,願いの杖,,wish,,,,,"effect,Wish,100",rod,,50,1,1000000,,,,,,,noShop,,
rod_random,rod,魔法の杖,,magic,,,,,,rod,RodRandom,1,10000,1500,,,,,,,,,
377,stairs,,,,,"1804,1805,1806,1807",,,,stairs,,,,,,,,rock/1,granite,,,,
376,stairs,,,,,"1808,1809,1810,1811",,,,stairs,,,,,,,,plank/1,oak,,,,
stairs_cave,stairs,,,,,"1814,-1814,1814,-1814",,,,stairs,,,,,,,,chunk,mud,,,,
379,stairs,,,,,"1816,1817,1818,1819",,,,stairs,,,,,,,,cutstone,granite,,,,
380,stairsDown,,,,,2003,,,,stairs,,,,,,,,rock/1,granite,,,,
381,stairsDown,,,,,2005,,,,stairs,,,,,,,,plank/1,oak,,,,
stairsDown_cave,stairsDown,,,,,2006,,,,stairs,,,,,,,,chunk,mud,,,,
383,stairsDown,,,,,2007,,,,stairs,,,,,,,,chunk,mud,,,,
932,stairsDown,,,,,2105,,,,stairs,,,,,,,,cutstone,granite,,,,
942,mine,,,,,,,,mine,trap,,,,,,,,,,,,,
935,trap,酸の罠,,acid trap,,1831,,,acid,trap,,,1000,,,,,,,,,,
936,trap,テレポートの罠,,teleport trap,,1832,,,teleport,trap,,,1000,,,,,,,,,,
937,trap,呪いの罠,,curse trap,,1833,,,curse,trap,,,500,,,,,,,,,,
938,trap,催眠ガスの罠,,sleep dart trap,,1834,,,sleep,trap,,,1000,,,,,,,,,,
939,trap,槍の罠,,spear trap,,1835,,,spear,trap,,,1000,,,,,,,,,,
940,trap,墨の罠,,ink trap,,1836,,,blind,trap,,,1000,,,,,,,,,,
941,trap,麻痺の罠,,paralysis trap,,1837,,,paralysis,trap,,,1000,,,,,,,,,,
1029,trap,謎のスイッチ,,strange switch,,1838,,,sister,trap,TrapSister,,0,,,,,,,,,,
queenbee,ingredient,女王蜂,匹,queen bee,,4400,,,,resource_ingredient,,20,,1200,,,,,process,,,,
goodness,ingredient,この耐えがたい世界に残された最後の僅かな良心,握り,decency in this wretched world,last remaining flicker,4403,,"ele/comfort/70,ele/quality/70,ele/rare/80",,resource_ingredient,,30,,4000,,,,,cotton,,,,
minohorn,ingredient,ミノタウロスの大角,本,minotaur,great horn,4405,,unique,,resource_ingredient,,30,,12000,,,,,obsidian,,,ミノタウロスの王の立派な角だ。何かの役に立つかもしれない。,The mighty horn of the Minotaur King. It may be of some use.
nobility,ingredient,高貴なクマ,匹,noble bear,,4404,,,,resource_ingredient,,40,,9500,,,,,cotton,,,,
memory_chip,ingredient,メモリーチップ,枚,memory chip,,4412,,,,resource_ingredient,,16,,2560,,,,,silver,,,,
core_machine,ingredient,機械のコア,,machine core,,4411,,,,resource_ingredient,,32,,5120,,,,,iron,,,,
1175,pillow_body,犬の抱き枕,,dog body pillow,,2027,,,,,,,,,,,,,,,,,
1176,pillow_body,猫の抱き枕,,cat body pillow,,2028,,,,,,,,,,,,,,,,,
summon_inos,artifact_summon,イノス＝トゥルスの心臓,,Innos Tur'as,heart,1748,,,,,,,,,,,,,,,,,
backpack1,backpack,,,,,1702,,,,,,,,,,,,,,,,,
backpack2,backpack,鞄,,bag,,1700,,,,,,,,,,,,,cashmere,,,,
backpack3,backpack,鞄,,trunk,,1701,,,,,,,,,,,,,cashmere,,,,
table_mirror1,table_mirror,,,,,,,,,,,,,,,,,,,,,,
table_mirror2,table_mirror,,,,,1317,,,,,,,,,,,,,,,,,
table_mirror_small1,table_mirror_small,,,,,,,,,,,,,,,,,,,,,,
crystal_earth,crystal,大地の結晶,,earth crystal,,543,,ele/rare/20,,,,10,,500,,,,,topaz,,,,
crystal_sun,crystal,太陽の結晶,,sun crystal,,544,,ele/rare/5,,,,20,,1200,,,,,gold,,,,
crystal_mana,crystal,魔力の結晶,,mana crystal,,545,,ele/rare/40,,,,30,,3000,,,,,ether,,,,
waterfall1,waterfall,滝の端,,waterfall edge,,4454,,,,,,,,,,,,,,,,,
waterfall2,waterfall,,,,,4458,,,,,,,,,,,,,,,,,
waterfall3,waterfall,水しぶき,,water splash,,4358,,,,,,,,,,,,,,,,,
waterfall4,waterfall,せせらぎ,,water babbling,,4354,,,,,,,,,,,,,,,,,
waterfall5,waterfall,せせらぎ,,water babbling,,4254,,,,,,,,,,,,,,,,,
waterfall6,waterfall,水しぶき,,water splash,,4258,,,,,,,,,,,,,,,,,
waterfall7,waterfall,波紋,,ripple,,4157,,anime/7/200/10,,,,,,,,,,,,,,,
waterfall8,waterfall,泡,,bubble,,"4350,-4350,4450,-4450",,anime/4/300,,,,,,,,,,,,,,,
waterfall9,waterfall,沼の泡,,swamp bubble,,4151,,anime/6/300,,,,,,,,,,,,,,,
waterfall10,waterfall,沼の泡,,swamp bubble,,4139,,anime/12/200,,,,,,,,,,,,,,,
waterfall11,waterfall,溶岩の泡,,lava bubble,,4244,,anime/6/200,,,,,,,,,,,magma,,animeNoSync,,
waterfall12,waterfall,溶岩の泡,,lava bubble,,4344,,anime/6/200,,,,,,,,,,,magma,,animeNoSync,,
waterfall13,waterfall,溶岩の泡,,lava bubble,,4444,,anime/6/200,,,,,,,,,,,magma,,,,
waterfall14,waterfall,溶岩の泡,,lava bubble,,4544,,anime/6/200,,,,,,,,,,,magma,,,,
waterfall15,waterfall,溶岩のカーテン,,lava curtain,,4644,,anime/6/200,,,,,,,,,,,magma,,,,
waterfall16,waterfall,溶岩の泡,,lava bubble,,4550,,anime/12/200,,,,,,,,,,,magma,,animeNoSync,,
waterfall17,waterfall,溶岩の柱,,lava pillar,,4650,,anime/6/200,,,,,,,,,,,magma,,,,
waterfall18,waterfall,溶岩の柱,,lava pillar,,4656,,anime/6/200,,,,,,,,,,,magma,,,,
mb_1,memorial_block,メモリアルブロック1番,,Memorial Block No.1,,5200,,,,,,,,,,,,,,,,,
mb_2,memorial_block,メモリアルブロック2番,,Memorial Block No.2,,5201,,,,,,,,,,,,,,,,,
mb_3,memorial_block,メモリアルブロック3番,,Memorial Block No.3,,5202,,,,,,,,,,,,,,,,,
mb_4,memorial_block,メモリアルブロック4番,,Memorial Block No.4,,5203,,,,,,,,,,,,,,,,,
mb_5,memorial_block,メモリアルブロック5番,,Memorial Block No.5,,5204,,,,,,,,,,,,,,,,,
rune_mold_earth,rune_mold,,,,,4502,,,,,RuneMoldEarth,10,5,2500,,,factory_accessory,"ingot/2,crystal_earth",,,,ルーンを 鋳造するための鋳型だ。高級品までの装備からエンチャントを抽出することができる。,A mold for casting runes. It allows the extraction of enchantments from equipment up to good-tier.
rune_mold_sun,rune_mold,,,,,4503,,,,,RuneMoldSun,25,2,5000,,,factory_accessory,"ingot/6,crystal_sun",,,,ルーンを 鋳造するための鋳型だ。奇跡品までの装備からエンチャントを抽出することができる。,A mold for casting runes. It allows the extraction of enchantments from equipment up to miracle-tier.
rune_mold_mana,rune_mold,,,,,4504,,,,,RuneMoldMana,40,0,10000,,,factory_accessory,"ingot/10,crystal_mana",,,,ルーンを 鋳造するための鋳型だ。神器までの装備からエンチャントを抽出することができる。,A mold for casting runes. It allows the extraction of enchantments from equipment up to godly-tier.
cage_bird,cage,鳥かご,,bird cage,,,,,,,,,,,,,,,,,,,
cage_bird2,cage,飼育用鳥かご,,breeding bird cage,,,,,,,CageBreeding,,,,,,,,,,,,
trainingDummy_heavy1,trainingDummy_heavy,,,,,,,,,,,,,,,,,,,,,,
trainingDummy_heavy2,trainingDummy_heavy,,,,,3025,,,,,,,,,,,,,,,,,
block_sponge,block_fake,フェイクブロック,,fake block,,107,,,,,,,,,,,,,mud,,,,
block_strawberry,furniture,巨大ストロベリー,,giant strawberry,,5500,,,,,,,,,,,,,cream,obj,,,
block_cream,furniture,巨大ホイップクリーム,,giant whipped cream,,5501,,,,,,,,,,,,,cream,obj,,,
block_mango,furniture,巨大マンゴー,,giant mango,,5502,,,,,,,,,,,,,cream,obj,,,
block_cherry,furniture,巨大さくらんぼ,,giant cherry,,5503,,,,,,,,,,,,,cream,obj,,,
block_chocoplate,furniture,巨大チョコプレート,,giant chocolate plate,,5504,,,,,,,,,,,,,cream,obj,,,
block_banana,furniture,巨大バナナ,,giant banana,,5505,,,,,,,,,,,,,cream,obj,,,
block_mousse,furniture,巨大ムース,,giant mousse,,5506,,,,,,,,,,,,,mud,obj,,,
block_melon,furniture,デカメロン,,decamelon,,"5600,-5600,5700,-5700",,,,,,,,,,,,,cream,obj,,,
block_kiwi,furniture,巨大キウイ,,giant kiwi,,5601,,,,,,,,,,,,,cream,obj,,,
block_peach,furniture,巨大ピーチ,,giant peach,,5602,,,,,,,,,,,,,cream,obj,,,
